Country,siteName,contactEmail,sciName,totalCount,family,active.ambush,feedingTypeFishbase,feedingImpute,trophicGroupRLS,trophicImpute,waterColumnRLS,waterColumnImpute,eat.squid,eat.squidImpute,BodyShapeI,BodyShapeII,Forehead,TypeofMouth,PosofMouth,CShape,Attributes,TL,HL,BD,SnoutTipX,SnoutTipY,AspectRatio,EncIndex,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,SoftBottom,Sand,Mud,HardBottom,SeaGrassBeds,CoralReefs,Estuaries,Mangroves,Intertidal,Saltmarshes,Herbivory2,Climate,FoodI,FoodII
Mexico (BN),Punta Banda Estuary,pablojorgensen@hotmail.com,Paralabrax maculatofasciatus,5,Serranidae,ambush,Hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,617,171,171,NaN,NaN,1.63613,NaN,NaN,NaN,4.2,0.6,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate;tropical,nekton;zoobenthos,benth. crust.;cephalopods;finfish
USA (CA),San Diego,khovel@mail.sdsu.edu,Paralabrax maculatofasciatus,9,Serranidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,benthic invertivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,617,171,171,NaN,NaN,1.63613,NaN,NaN,NaN,4.2,0.6,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate;tropical,nekton;zoobenthos,benth. crust.;cephalopods;finfish
Mexico (BN),Punta Banda Estuary,clarahereu@hotmail.com,Paralabrax nebulifer,1,Serranidae,ambush,Hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,566,165,135,34,176,2.57607,NaN,NaN,NaN,3.53,0.54,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;plank. crust.
Mexico (BN),Punta Banda Estuary,clarahereu@hotmail.com,Paralabrax nebulifer,1,Serranidae,ambush,Hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,566,165,135,34,176,2.57607,NaN,NaN,NaN,3.53,0.54,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;plank. crust.
Mexico (BN),Punta Banda Estuary,pablojorgensen@hotmail.com,Paralabrax nebulifer,6,Serranidae,ambush,Hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,566,165,135,34,176,2.57607,NaN,NaN,NaN,3.53,0.54,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;plank. crust.
Mexico (BN),Punta Banda Estuary,pablojorgensen@hotmail.com,Paralabrax nebulifer,6,Serranidae,ambush,Hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,566,165,135,34,176,2.57607,NaN,NaN,NaN,3.53,0.54,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;plank. crust.
USA (CA),San Diego,khovel@mail.sdsu.edu,Paralabrax nebulifer,189,Serranidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,benthic invertivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,566,165,135,34,176,2.57607,NaN,NaN,NaN,3.53,0.54,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical;temperate,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;plank. crust.
Italy,NA,NA,Serranus scriba,11,Serranidae,ambush,hunting macrofauna (predator),hunting macrofauna (predator),NA,benthic invertivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,591,185,168,NaN,NaN,1.27923,77,3.82,0.283,3.58,0.52,0,0,0,-1,-1,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,nekton;zoobenthos;zooplankton,benth. crust.;finfish;mollusks;plank. crust.;worms
Australia (QLD),Bowen,paul.york@jcu.edu.au,Siganus canaliculatus,25,Siganidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,Demersal,demersal,0,0,fusiform / normal,compressed,more or less straight,more or less normal,terminal,forked,more or less normal,575.3333333,118.6666667,207.6666667,24.33333333,192,2.27662,33,NaN,NaN,2.75999999,0.3083,0,0,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,detritus;nekton;plants;zoobenthos,benth. crust.;detritus;echinoderms;finfish;insects;other benth. invertebrates;other plants;worms
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Siganus canaliculatus,4,Siganidae,active,grazing on aquatic plants,grazing on aquatic plants,NA,scraping herbivore,NA,benthic,0,0,fusiform / normal,compressed,more or less straight,more or less normal,terminal,forked,more or less normal,575.3333333,118.6666667,207.6666667,24.33333333,192,2.27662,33,NaN,NaN,2.75999999,0.3083,0,0,0,0,-1,-1,-1,0,0,0,plants/detritus+animals (troph. 2.2-2.79),tropical,detritus;nekton;plants;zoobenthos,benth. crust.;detritus;echinoderms;finfish;insects;other benth. invertebrates;other plants;worms
Australia (QLD2),Noosa river,chender1@usc.edu.au,Siganus fuscescens,13,Siganidae,active,grazing on aquatic plants,grazing on aquatic plants,browsing herbivore,browsing herbivore,demersal,demersal,0,0,fusiform / normal,compressed,more or less straight,more or less normal,terminal,forked,more or less normal,554.6666667,102.3333333,179.6666667,39.66666667,192.3333333,2.223163333,NaN,2.03,0.06,2.279999971,0.1334,0,0,0,0,-1,-1,-1,0,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos,detritus;other benth. invertebrates;other plants;phytoplankton
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Siganus fuscescens,4,Siganidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,Demersal,demersal,0,0,fusiform / normal,compressed,more or less straight,more or less normal,terminal,forked,more or less normal,554.6666667,102.3333333,179.6666667,39.66666667,192.3333333,2.223163333,NaN,2.03,0.06,2.279999971,0.1334,0,0,0,0,-1,-1,-1,0,-1,0,mainly plants/detritus (troph. 2-2.19),tropical,detritus;plants;zoobenthos,detritus;other benth. invertebrates;other plants;phytoplankton
Australia (QLD),Bowen,paul.york@jcu.edu.au,Siganus lineatus,346,Siganidae,active,grazing on aquatic plants,grazing on aquatic plants,Browsing herbivore,browsing herbivore,Demersal,demersal,0,0,fusiform / normal,compressed,clearly convex,more or less normal,terminal,forked,more or less normal,561,116,206,30,187,3.13674,NaN,NaN,NaN,2,0,0,0,0,0,-1,-1,-1,-1,0,0,mainly plants/detritus (troph. 2-2.19),tropical,plants,other plants
Australia (QLD2),NA,NA,Siganus sp.,63,Siganidae,active,NA,browsing on substrate,NA,benthic invertivore,NA,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW),Smiths_Lake_NSW,a.poore@unsw.edu.au,Sillago ciliata,4,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,fusiform / normal,circular,more or less straight,more or less normal,terminal,forked,more or less normal,570,143,105,38,229,2.14581,NaN,3.24,0.154,3.36,0.47,-1,0,0,-1,-1,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,benth. crust.;mollusks;worms
Australia (QLD),Bowen,paul.york@jcu.edu.au,Sillago maculata,51,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (QLD2),Hervey Bay,chender1@usc.edu.au,Sillago maculata,1,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,benthic,benthic,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (QLD2),Hervey Bay,chender1@usc.edu.au,Sillago maculata,1,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,benthic,benthic,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (QLD2),Noosa river,chender1@usc.edu.au,Sillago maculata,7,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,benthic,benthic,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (QLD2),Noosa river,chender1@usc.edu.au,Sillago maculata,7,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,benthic,benthic,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Sillago maculata,30,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,benthic,benthic,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (QLD3),Moreton_Bay,r.connolly@griffith.edu.au,Sillago maculata,30,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,benthic,benthic,1,1,elongated,circular,clearly convex,more or less normal,terminal,forked,more or less normal,554,132,98,53,205,0.957405,85,3.31,0.125,3.52,0.54,-1,-1,-1,0,0,-1,-1,-1,-1,0,mainly animals (troph. 2.8 and up),tropical,nekton;zoobenthos,benth. crust.;finfish;mollusks;worms
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Sillago sp.,1,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Sillago sp.,1,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW2),Urunga Lagoon 2,brendan.kelaher@scu.edu.au,Sillago sp.,16,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW2),Urunga Lagoon 2,brendan.kelaher@scu.edu.au,Sillago sp.,16,Sillaginidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korea,Koje-Korea,"sormyo@pusan.ac.kr, klee@pusan.ac.kr",Sillago sp.,3,Sillaginidae,active,NA,variable,NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,CR-B-SvetiDuh,claudia@claudiakruschel.com,Solea solea,1,Soleidae,ambush;active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,benthic,benthic,0,0,short and / or deep,flattened,clearly convex,more or less normal,sub-terminal/inferior,more or less truncate,confluent,556,93,156,49,147,1.39786,NaN,3.21,0.148,3.299999952,0.6585,-1,-1,0,0,0,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;cnidarians;detritus;echinoderms;finfish;fish (early stages);insects;mollusks;other plants;plank. crust.;worms
Italy,NA,NA,Solea sp.,3,Soleidae,ambush;active,NA,browsing on substrate,NA,benthic invertivore,NA,benthopelagic,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia (NSW),Smiths_Lake_NSW,a.poore@unsw.edu.au,Acanthopagrus australis,72,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,484,106,189,60,195,1.50486,NaN,NaN,NaN,3.1,0.4,-1,0,0,0,0,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;insects;mollusks;other plank. invertebrates;other plants;worms
Australia (NSW2),Urunga Lagoon 1,brendan.kelaher@scu.edu.au,Acanthopagrus australis,15,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,484,106,189,60,195,1.50486,NaN,NaN,NaN,3.1,0.4,-1,0,0,0,0,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;insects;mollusks;other plank. invertebrates;other plants;worms
Australia (QLD3),NA,NA,Acanthopagrus australis,2,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),Benthic invertivore,benthic invertivore,Demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,484,106,189,60,195,1.50486,NaN,NaN,NaN,3.1,0.4,-1,0,0,0,0,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;detritus;finfish;insects;mollusks;other plank. invertebrates;other plants;worms
USA (FL),NA,NA,Archosargus probatocephalus,37,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),benthic invertivore,benthic invertivore,benthic,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,564,144,215,NaN,NaN,1.44066,NaN,NaN,NaN,3.53,0.53,0,0,0,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,benth. crust.;mollusks
USA (TX),Oso Bay,mdiskin@islander.tamucc.edu,Archosargus probatocephalus,1,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,564,144,215,NaN,NaN,1.44066,NaN,NaN,NaN,3.53,0.53,0,0,0,0,-1,-1,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,zoobenthos,benth. crust.;mollusks
Italy,NA,NA,Boops boops,1,Sparidae,active,selective plankton feeding,selective plankton feeding,NA,benthic invertivore,NA,benthic,1,1,fusiform / normal,NA,NA,NA,NA,forked,more or less normal,612,139,139,NaN,NaN,0.973684,73.5,2.79,0.041,3.11,0.23,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,plants;zoobenthos;zooplankton,benth. crust.;jellyfish/hydroids;other plank. invertebrates;other plants;plank. crust.;sponges/tunicates
Croatia,NA,NA,Diplodus annularis,1,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,compressed,NA,NA,NA,forked,more or less normal,575,138,226,33,200,1.58178,133.6666667,3.64,NaN,3.21,0.43,-1,0,0,0,-1,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical,nekton;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;echinoderms;finfish;insects;jellyfish/hydroids;mollusks;other benth. invertebrates;other plants;plank. crust.;sponges/tunicates;worms
Italy,NA,NA,Diplodus annularis,9,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,fusiform / normal,compressed,NA,NA,NA,forked,more or less normal,575,138,226,33,200,1.58178,133.6666667,3.64,NaN,3.21,0.43,-1,0,0,0,-1,0,-1,0,-1,0,mainly animals (troph. 2.8 and up),subtropical,nekton;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;echinoderms;finfish;insects;jellyfish/hydroids;mollusks;other benth. invertebrates;other plants;plank. crust.;sponges/tunicates;worms
USA (NC),NC,sziegler@live.unc.edu,Diplodus holbrookii,4,Sparidae,active,grazing on aquatic plants,grazing on aquatic plants,omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,554,110,227,NaN,NaN,2.35768,NaN,2.32,NaN,2.7,0.24,0,0,0,0,0,0,0,0,0,0,plants/detritus+animals (troph. 2.2-2.79),subtropical,plants;zoobenthos,other benth. invertebrates;other plants
Italy,NA,NA,Diplodus puntazzo,1,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,555,128,87,37,212,3.0997,NaN,3.22,NaN,3.07,0.39,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,nekton;plants;zoobenthos,benth. crust.;cnidarians;finfish;mollusks;other plants;sponges/tunicates;worms
France,Bouzigues,francesca.rossi@cnrs.fr,Diplodus sargus,1,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,Demersal,demersal,1,1,fusiform / normal,NA,NA,NA,NA,forked,more or less normal,545,137,219,NaN,NaN,3.23978,NaN,3.38,0.088,3.24,0.46,-1,-1,0,0,-1,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;detritus;echinoderms;finfish;fish (early stages);insects;mollusks;other plank. invertebrates;other plants;plank. crust.;sponges/tunicates;worms
France,Bouzigues,francesca.rossi@cnrs.fr,Diplodus sargus,1,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,Demersal,demersal,1,1,fusiform / normal,NA,NA,NA,NA,forked,more or less normal,545,137,219,NaN,NaN,3.23978,NaN,3.38,0.088,3.24,0.46,-1,-1,0,0,-1,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;detritus;echinoderms;finfish;fish (early stages);insects;mollusks;other plank. invertebrates;other plants;plank. crust.;sponges/tunicates;worms
Italy,NA,NA,Diplodus sargus,2,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,Demersal,demersal,1,1,fusiform / normal,NA,NA,NA,NA,forked,more or less normal,545,137,219,NaN,NaN,3.23978,NaN,3.38,0.088,3.24,0.46,-1,-1,0,0,-1,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,detritus;nekton;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;detritus;echinoderms;finfish;fish (early stages);insects;mollusks;other plank. invertebrates;other plants;plank. crust.;sponges/tunicates;worms
Italy,NA,NA,Diplodus vulgaris,6,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,Demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,472,116,188,NaN,NaN,4.71819,NaN,3.52,0.119,3.34,0.45,-1,-1,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,nekton;plants;zoobenthos;zooplankton,benth. crust.;cephalopods;cnidarians;echinoderms;finfish;jellyfish/hydroids;mollusks;other plants;plank. crust.;sponges/tunicates;worms
USA (NC),NC,sziegler@live.unc.edu,Lagodon rhomboides,298,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,618,152,178,NaN,NaN,2.21993,NaN,4.4,NaN,3.19,0.43,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;plants;zoobenthos,benth. crust.;finfish;mollusks;other plants;worms
USA (NC2),Pine Knoll Shores,lindsaycgaskins@gmail.com,Lagodon rhomboides,24,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,618,152,178,NaN,NaN,2.21993,NaN,4.4,NaN,3.19,0.43,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;plants;zoobenthos,benth. crust.;finfish;mollusks;other plants;worms
USA (NC2),Pine Knoll Shores,lindsaycgaskins@gmail.com,Lagodon rhomboides,24,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,618,152,178,NaN,NaN,2.21993,NaN,4.4,NaN,3.19,0.43,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;plants;zoobenthos,benth. crust.;finfish;mollusks;other plants;worms
USA (TX),Aransas Pass,mdiskin@islander.tamucc.edu,Lagodon rhomboides,149,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,618,152,178,NaN,NaN,2.21993,NaN,4.4,NaN,3.19,0.43,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;plants;zoobenthos,benth. crust.;finfish;mollusks;other plants;worms
USA (TX),Aransas Pass,mdiskin@islander.tamucc.edu,Lagodon rhomboides,149,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,618,152,178,NaN,NaN,2.21993,NaN,4.4,NaN,3.19,0.43,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;plants;zoobenthos,benth. crust.;finfish;mollusks;other plants;worms
USA (TX),Aransas Pass,mdiskin@islander.tamucc.edu,Lagodon rhomboides,149,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),omnivore,omnivore,demersal,demersal,1,1,NA,NA,NA,NA,NA,NA,NA,618,152,178,NaN,NaN,2.21993,NaN,4.4,NaN,3.19,0.43,0,0,0,0,0,0,-1,-1,0,0,mainly animals (troph. 2.8 and up),tropical,nekton;plants;zoobenthos,benth. crust.;finfish;mollusks;other plants;worms
Italy,NA,NA,Oblada melanura,39,Sparidae,active,hunting macrofauna (predator),hunting macrofauna (predator),NA,scraping herbivore,NA,benthic,1,1,NA,NA,NA,NA,NA,NA,NA,548,130,148,41,190,2.47641,39,NaN,NaN,3.38,0.35,0,0,0,-1,-1,0,0,0,0,0,mainly animals (troph. 2.8 and up),subtropical,zoobenthos;zooplankton,benth. crust.;fish (early stages);other benth. invertebrates;plank. crust.
